	X_Minimum	X_Maximum	Y_Minimum	Y_Maximum	Pixels_Areas	X_Perimeter	Y_Perimeter	Sum_of_Luminosity	Minimum_of_Luminosity	Maximum_of_Luminosity	Length_of_Conveyer	TypeOfSteel_A300	TypeOfSteel_A400	Steel_Plate_Thickness	Edges_Index	Empty_Index	Square_Index	Outside_X_Index	Edges_X_Index	Edges_Y_Index	Outside_Global_Index	LogOfAreas	Log_X_Index	Log_Y_Index	Orientation_Index	Luminosity_Index	SigmoidOfAreas	Class
815	682	693	1620649	1620667	126	15	18	14330	104	133	1354	0	1	40	0.9764	0.3636	0.6111	0.0081	0.7333	1.0	1.0	2.1004	1.0414	1.2553	0.3889	-0.1115	0.3329	6
816	41	196	579795	579857	6057	209	138	627913	39	126	1358	0	1	40	0.0604	0.3697	0.4	0.1141	0.7416	0.4493	0.0	3.7823	2.1903	1.7924	-0.6	-0.1901	1.0	3
819	158	177	587778	587795	146	38	22	19116	124	140	1387	0	1	40	0.2278	0.548	0.8947	0.0137	0.5	0.7727	0.0	2.1644	1.2787	1.2305	-0.1053	0.0229	0.5345	7
821	311	323	618457	618502	377	33	45	36933	59	132	1364	0	1	100	0.456	0.3018	0.2667	0.0088	0.3636	1.0	1.0	2.5763	1.0792	1.6532	0.7333	-0.2346	0.8299	6
822	39	74	1206989	1207040	935	143	98	117325	119	135	1398	0	1	40	0.0558	0.4762	0.6863	0.025	0.2448	0.5204	1.0	2.9708	1.5441	1.7076	0.3137	-0.0197	0.9999	3
824	1192	1205	521912	521925	101	22	13	11601	108	125	1356	0	1	40	0.2227	0.4024	1.0	0.0096	0.5909	1.0	0.5	2.0043	1.1139	1.1139	0.0	-0.1027	0.2914	6
827	270	301	1563477	1563499	329	61	37	41053	115	140	1362	0	1	40	0.3965	0.5176	0.7097	0.0228	0.5082	0.5946	0.0	2.5172	1.4914	1.3424	-0.2903	-0.0251	0.9263	7
830	1579	1590	939827	939860	242	24	33	24672	90	119	1698	0	1	90	0.1272	0.3333	0.3333	0.0065	0.4583	1.0	1.0	2.3838	1.0414	1.5185	0.6667	-0.2035	0.5999	1
832	45	53	2409503	2409518	88	13	15	8123	81	110	1354	1	0	70	0.0665	0.2667	0.5333	0.0059	0.6154	1.0	1.0	1.9445	0.9031	1.1761	0.4667	-0.2788	0.2288	2
833	539	547	1294968	1294979	70	9	11	7964	94	133	1688	1	0	60	0.6386	0.2045	0.7273	0.0047	0.8889	1.0	1.0	1.8451	0.9031	1.0414	0.2727	-0.1112	0.1934	6
834	1031	1045	621518	621530	115	15	12	11562	68	127	1688	1	0	70	0.7618	0.3155	0.8571	0.0083	0.9333	1.0	0.0	2.0607	1.1461	1.0792	-0.1429	-0.2145	0.2901	6
835	65	80	1359784	1359820	390	30	36	38672	80	118	1358	1	0	70	0.0957	0.2778	0.4167	0.011	0.5	1.0	1.0	2.5911	1.1761	1.5563	0.5833	-0.2253	0.8299	2
836	1317	1327	222011	222032	145	16	21	13334	67	118	1650	1	0	100	0.3915	0.3095	0.4762	0.0061	0.625	1.0	1.0	2.1614	1.0	1.3222	0.5238	-0.2816	0.3509	7
837	1568	1583	564536	564621	762	63	86	78455	88	124	1698	0	1	90	0.1355	0.4024	0.1765	0.0088	0.2381	0.9884	1.0	2.8819	1.1761	1.9294	0.8235	-0.1956	0.9985	1
843	647	667	2162587	2162594	62	24	15	5744	82	109	1370	1	0	80	0.9445	0.5571	0.35	0.0146	0.8333	0.4667	0.0	1.7924	1.301	0.8451	-0.65	-0.2762	0.2532	7
845	38	49	735612	735624	113	11	12	12652	93	130	1707	1	0	100	0.0445	0.1439	0.9167	0.0064	1.0	1.0	1.0	2.0531	1.0414	1.0792	0.0833	-0.1253	0.2432	6
846	203	222	5521699	5521708	89	32	14	11922	123	150	1650	1	0	69	0.2461	0.4795	0.4737	0.0115	0.5938	0.6429	0.0	1.9494	1.2787	0.9542	-0.5263	0.0465	0.2942	6
848	4	16	394965	394980	140	12	15	20974	118	174	1387	0	1	40	0.0058	0.2222	0.8	0.0087	1.0	1.0	1.0	2.1461	1.0792	1.1761	0.2	0.1704	0.3068	3
849	765	774	4157586	4157620	188	20	34	20528	95	125	1648	1	0	69	0.9284	0.3856	0.2647	0.0055	0.45	1.0	1.0	2.2742	0.9542	1.5315	0.7353	-0.1469	0.5063	1
850	1155	1172	430639	430674	260	34	42	27974	96	119	1353	0	1	70	0.2675	0.563	0.4857	0.0126	0.5	0.8333	1.0	2.415	1.2305	1.5441	0.5143	-0.1594	0.8756	7
851	1251	1256	458923	458941	70	15	18	8051	106	127	1356	0	1	40	0.1475	0.2222	0.2778	0.0037	0.3333	1.0	1.0	1.8451	0.699	1.2553	0.7222	-0.1015	0.1954	1
852	995	1006	4085316	4085344	140	25	28	16076	103	132	1356	1	0	200	0.5162	0.5454	0.3929	0.0081	0.44	1.0	1.0	2.1461	1.0414	1.4472	0.6071	-0.1029	0.5096	6
854	1109	1144	401768	401951	4298	188	189	515942	6	148	1353	0	1	70	0.3089	0.329	0.1913	0.0259	0.1862	0.9682	1.0	3.6333	1.5441	2.2624	0.8087	-0.0622	1.0	7
855	8	18	2293926	2293946	109	22	20	11293	90	116	1356	1	0	70	0.0118	0.455	0.5	0.0074	0.4545	1.0	1.0	2.0374	1.0	1.301	0.5	-0.1906	0.3359	2
856	83	92	3528981	3529007	180	18	26	19118	80	127	1362	0	1	40	0.1219	0.2308	0.3462	0.0066	0.5	1.0	1.0	2.2553	0.9542	1.415	0.6539	-0.1702	0.3882	1
857	449	521	1699784	1699829	873	174	100	103898	106	133	1358	1	0	70	0.6613	0.7306	0.625	0.053	0.4138	0.45	0.0	2.941	1.8573	1.6532	-0.375	-0.0702	1.0	2
858	157	179	395408	395420	140	43	13	17898	118	141	1360	0	1	100	0.2309	0.4697	0.5454	0.0162	0.5116	0.9231	0.0	2.1461	1.3424	1.0792	-0.4545	-0.0012	0.4366	6
859	516	528	1346892	1346908	143	15	16	14742	76	125	1353	0	1	70	0.7628	0.2552	0.75	0.0089	0.8	1.0	1.0	2.1553	1.0792	1.2041	0.25	-0.1946	0.3241	6
860	162	172	505964	506035	378	34	72	43323	77	135	1353	0	1	70	0.2395	0.4676	0.1408	0.0074	0.2941	0.9861	1.0	2.5775	1.0	1.8513	0.8591	-0.1046	0.9381	1
864	1348	1360	662867	662880	106	16	14	10152	73	124	1696	1	0	80	0.3962	0.3205	0.9231	0.0071	0.75	0.9286	1.0	2.0253	1.0792	1.1139	0.0769	-0.2518	0.2739	6
865	1245	1263	1349778	1349811	383	37	33	41476	97	125	1360	1	0	100	0.1426	0.3552	0.5454	0.0132	0.4865	1.0	1.0	2.5832	1.2553	1.5185	0.4545	-0.154	0.8749	6
867	79	88	2012938	2012949	66	10	11	5652	75	101	1356	1	0	70	0.1165	0.3333	0.8182	0.0066	0.9	1.0	1.0	1.8195	0.9542	1.0414	0.1818	-0.331	0.2051	2
868	565	572	1074269	1074276	39	9	7	4442	101	134	1690	1	0	60	0.6686	0.2041	1.0	0.0041	0.7778	1.0	0.5	1.5911	0.8451	0.8451	0.0	-0.1102	0.156	6
869	1601	1613	21349	21376	209	15	27	24807	96	141	1687	0	1	200	0.0877	0.3549	0.4444	0.0071	0.8	1.0	1.0	2.3201	1.0792	1.4314	0.5556	-0.0727	0.5362	1
870	43	218	1761412	1761480	6776	259	133	700391	37	124	1358	0	1	40	0.0633	0.4306	0.3886	0.1289	0.6757	0.5113	0.0	3.831	2.243	1.8325	-0.6114	-0.1925	1.0	3
872	1122	1133	828904	828914	68	14	10	6049	77	101	1360	1	0	300	0.3338	0.3818	0.9091	0.0081	0.7857	1.0	0.0	1.8325	1.0414	1.0	-0.0909	-0.305	0.2173	7
873	1027	1036	2835787	2835797	69	11	10	7446	87	127	1687	1	0	70	0.7718	0.2333	0.9	0.0053	0.8182	1.0	1.0	1.8389	0.9542	1.0	0.1	-0.1569	0.1954	7
874	39	191	1661425	1661593	12509	622	374	1456542	27	141	1400	0	1	40	0.0557	0.5101	0.9048	0.1086	0.2444	0.4492	1.0	4.0972	2.1818	2.2253	0.0952	-0.0903	1.0	3
876	1098	1115	2293200	2293208	59	21	8	6318	97	118	1360	1	0	80	0.3603	0.5662	0.4706	0.0125	0.8095	1.0	0.0	1.7708	1.2305	0.9031	-0.5294	-0.1634	0.2482	7
877	1543	1562	1312943	1312948	51	21	9	5843	102	127	1652	1	0	69	0.109	0.4632	0.2632	0.0115	0.9048	0.5556	0.0	1.7076	1.2787	0.699	-0.7368	-0.1049	0.2007	7
880	41	211	1626575	1626636	5706	266	139	590664	43	124	1356	0	1	40	0.0605	0.4498	0.3588	0.1254	0.6391	0.4388	0.0	3.7563	2.2304	1.7853	-0.6412	-0.1913	1.0	3
882	1551	1576	2071735	2071746	143	36	25	17042	109	135	1668	1	0	100	0.1103	0.48	0.44	0.015	0.6944	0.44	0.0	2.1553	1.3979	1.0414	-0.56	-0.0689	0.4547	7
885	98	168	395521	395722	8035	189	214	782154	80	134	1360	0	1	200	0.1441	0.4289	0.3483	0.0515	0.3704	0.9392	1.0	3.905	1.8451	2.3032	0.6517	-0.2395	1.0	7
886	5	17	1302051	1302067	130	13	17	12480	61	119	1373	0	1	40	0.0073	0.3229	0.75	0.0087	0.9231	0.9412	1.0	2.1139	1.0792	1.2041	0.25	-0.25	0.3241	7
888	41	181	2542022	2542072	4635	226	128	491662	38	127	1400	0	1	40	0.0586	0.3379	0.3571	0.1	0.6195	0.3906	0.0	3.666	2.1461	1.699	-0.6429	-0.1713	1.0	3
889	317	337	5082496	5082524	206	27	28	22484	95	127	1614	1	0	200	0.3928	0.6321	0.7143	0.0124	0.7407	1.0	1.0	2.3139	1.301	1.4472	0.2857	-0.1473	0.8479	7
890	525	563	1054602	1054610	170	44	15	21321	118	134	1687	0	1	200	0.6224	0.4408	0.2105	0.0225	0.8636	0.5333	0.0	2.2304	1.5798	0.9031	-0.7895	-0.0202	0.5029	7
894	61	99	4757479	4757628	1970	210	181	29002	0	39	1346	1	0	100	0.0906	0.6521	0.255	0.0282	0.181	0.8232	1.0	3.2945	1.5798	2.1732	0.745	-0.885	1.0	7
901	117	124	800126	800138	56	10	12	6459	104	132	1690	1	0	60	0.1385	0.3333	0.5833	0.0041	0.7	1.0	1.0	1.7482	0.8451	1.0792	0.4167	-0.0989	0.1892	6
902	37	199	1430612	1430780	14069	675	452	1642086	26	141	1400	0	1	40	0.0529	0.4831	0.9643	0.1157	0.24	0.3717	1.0	4.1483	2.2095	2.2253	0.0357	-0.0882	1.0	3
903	389	406	516427	516436	67	22	16	8596	120	143	1362	0	1	40	0.5712	0.5621	0.5294	0.0125	0.7727	0.5625	0.0	1.8261	1.2305	0.9542	-0.4706	0.0023	0.2699	7
908	1070	1079	863518	863529	74	13	11	7842	78	132	1652	1	0	100	0.6937	0.2525	0.8182	0.0055	0.6923	1.0	1.0	1.8692	0.9542	1.0414	0.1818	-0.1721	0.2051	7
909	830	837	1874382	1874415	182	9	33	20751	99	132	1373	0	1	40	0.7808	0.2121	0.2121	0.0051	0.7778	1.0	1.0	2.2601	0.8451	1.5185	0.7879	-0.1093	0.3834	1
910	124	140	2377039	2377320	2643	165	285	300024	64	140	1400	0	1	40	0.1771	0.4121	0.0569	0.0114	0.097	0.986	1.0	3.4221	1.2041	2.4487	0.9431	-0.1132	1.0	1
912	1675	1684	663138	663171	167	23	33	10526	35	84	1688	1	0	150	0.0047	0.4377	0.2727	0.0053	0.3913	1.0	1.0	2.2227	0.9542	1.5185	0.7273	-0.5076	0.4913	7
915	496	527	3889348	3889402	1176	67	60	117153	56	124	1668	0	1	40	0.5947	0.2975	0.5741	0.0186	0.4627	0.9	1.0	3.0704	1.4914	1.7324	0.4259	-0.2217	0.9999	6
917	779	796	1198171	1198188	198	21	18	18327	54	118	1353	0	1	50	0.8234	0.3149	1.0	0.0126	0.8095	0.9444	0.5	2.2967	1.2305	1.2305	0.0	-0.2769	0.4779	7
919	405	416	634279	634288	71	15	10	8824	113	135	1358	1	0	70	0.5965	0.2828	0.8182	0.0081	0.7333	0.9	0.0	1.8513	1.0414	0.9542	-0.1818	-0.0291	0.2051	2
920	1033	1050	181432	181441	75	28	15	10500	134	149	1664	0	1	40	0.738	0.5098	0.5294	0.0102	0.6071	0.6	0.0	1.8751	1.2305	0.9542	-0.4706	0.0938	0.2699	7
922	1219	1234	3134228	3134249	118	32	21	12348	78	132	1364	1	0	80	0.1906	0.6254	0.7143	0.011	0.4688	1.0	1.0	2.0719	1.1761	1.3222	0.2857	-0.1825	0.5212	6
925	39	214	2027555	2027621	6592	265	125	687299	44	124	1356	0	1	40	0.0575	0.4293	0.3771	0.1291	0.6604	0.528	0.0	3.819	2.243	1.8195	-0.6229	-0.1855	1.0	3
926	742	753	311416	311420	35	13	7	4538	118	140	1658	1	0	143	0.895	0.2045	0.3636	0.0066	0.8461	0.5714	0.0	1.5441	1.0414	0.6021	-0.6364	0.013	0.1517	7
928	1129	1137	1207379	1207406	101	27	27	11776	104	133	1694	0	1	70	0.6576	0.5324	0.2963	0.0047	0.2963	1.0	1.0	2.0043	0.9031	1.4314	0.7037	-0.0891	0.3601	7
929	159	168	953888	953896	54	9	8	6942	116	143	1687	1	0	100	0.1885	0.25	0.8889	0.0053	1.0	1.0	0.0	1.7324	0.9542	0.9031	-0.1111	0.0043	0.1773	7
931	132	148	682028	682128	836	38	101	86830	80	129	1360	1	0	150	0.1941	0.4775	0.16	0.0118	0.4211	0.9901	1.0	2.9222	1.2041	2.0	0.84	-0.1886	0.9998	7
932	41	214	2254664	2254729	6176	307	140	639433	36	124	1356	0	1	40	0.0605	0.4508	0.3757	0.1276	0.5635	0.4643	0.0	3.7907	2.238	1.8129	-0.6243	-0.1911	1.0	3
934	41	211	4373092	4373158	6318	286	159	667465	46	126	1356	0	1	40	0.0605	0.4369	0.3882	0.1254	0.5944	0.4151	0.0	3.8006	2.2304	1.8195	-0.6118	-0.1746	1.0	3
939	630	649	96205	96225	254	26	20	28955	89	135	1684	1	0	70	0.7482	0.3316	0.95	0.0113	0.7308	1.0	1.0	2.4048	1.2787	1.301	0.05	-0.1094	0.6268	6
941	320	333	4383724	4383776	437	36	52	44883	63	132	1364	0	1	40	0.4692	0.3535	0.25	0.0095	0.3611	1.0	1.0	2.6405	1.1139	1.716	0.75	-0.1976	0.9236	1
945	41	206	4649858	4649920	5814	262	137	617639	44	127	1358	0	1	40	0.0604	0.4317	0.3758	0.1215	0.6298	0.4525	0.0	3.7645	2.2175	1.7924	-0.6242	-0.17	1.0	3
947	803	825	107491	107508	181	27	20	17363	84	109	1354	0	1	40	0.7814	0.516	0.7727	0.0162	0.8148	0.85	0.0	2.2577	1.3424	1.2305	-0.2273	-0.2506	0.6173	7
949	39	194	2265059	2265115	5702	214	118	601643	47	127	1402	0	1	40	0.0556	0.3431	0.3613	0.1106	0.7243	0.4746	0.0	3.756	2.1903	1.7482	-0.6387	-0.1757	1.0	3
950	39	187	2321871	2322028	9582	611	384	1095577	39	140	1404	0	1	40	0.0556	0.5876	0.9427	0.1054	0.2422	0.4089	1.0	3.9815	2.1703	2.1959	0.0573	-0.1067	1.0	3
951	41	210	4383746	4383803	5499	298	138	581466	43	125	1358	0	1	40	0.0604	0.4291	0.3373	0.1244	0.5671	0.413	0.0	3.7403	2.2279	1.7559	-0.6627	-0.1739	1.0	3
952	1090	1103	255155	255186	168	37	33	21640	119	143	1374	0	1	40	0.3945	0.5831	0.4193	0.0095	0.3514	0.9394	1.0	2.2253	1.1139	1.4914	0.5806	0.0063	0.6619	7
954	385	408	439180	439212	353	65	40	34230	84	111	1356	1	0	70	0.5678	0.5204	0.7188	0.017	0.3539	0.8	1.0	2.5478	1.3617	1.5051	0.2813	-0.2424	0.9474	2
956	41	213	2290146	2290212	5753	291	160	602131	40	125	1358	0	1	40	0.0604	0.4932	0.3837	0.1267	0.5911	0.4125	0.0	3.7599	2.2355	1.8195	-0.6163	-0.1823	1.0	3
959	853	862	15184	15196	84	11	12	10694	102	150	1696	1	0	85	0.9835	0.2222	0.75	0.0053	0.8182	1.0	1.0	1.9243	0.9542	1.0792	0.25	-0.0054	0.215	6
964	312	319	1013642	1013647	16	9	5	1967	115	133	1356	0	1	50	0.4602	0.5429	0.7143	0.0052	0.7778	1.0	0.0	1.2041	0.8451	0.699	-0.2857	-0.0395	0.1441	4
967	19	169	4197607	4215748	152655	10449	18152	11591414	0	156	1336	0	1	40	0.0284	0.9439	0.0083	0.1123	0.0144	0.9994	1.0	5.1837	2.1761	4.2587	0.9917	-0.4068	1.0	3
968	24	44	1953869	1953891	240	25	22	29699	107	140	1356	1	0	120	0.0354	0.4545	0.9091	0.0148	0.8	1.0	1.0	2.3802	1.301	1.3424	0.0909	-0.0332	0.7147	7
972	797	831	735496	735528	337	57	43	43551	119	143	1362	0	1	50	0.7797	0.6903	0.9412	0.025	0.5965	0.7442	0.0	2.5276	1.5315	1.5051	-0.0588	0.0096	0.9947	7
973	1203	1218	75224	75234	109	18	11	11425	71	133	1684	1	0	70	0.5534	0.2733	0.6667	0.0089	0.8333	0.9091	0.0	2.0374	1.1761	1.0	-0.3333	-0.1811	0.266	6
975	41	215	1157189	1157378	16584	821	498	1936241	25	143	1398	0	1	40	0.0587	0.4957	0.9206	0.1245	0.2119	0.3795	1.0	4.2197	2.2406	2.2765	0.0794	-0.0879	1.0	3
976	1563	1587	1398598	1398603	80	25	11	8595	97	117	1652	1	0	70	0.0787	0.3333	0.2083	0.0145	0.96	0.4545	0.0	1.9031	1.3802	0.699	-0.7917	-0.1606	0.2288	7
978	91	104	2378173	2378236	527	19	63	48793	47	125	1387	0	1	40	0.1312	0.3565	0.2063	0.0094	0.6842	1.0	1.0	2.7218	1.1139	1.7993	0.7936	-0.2767	0.9691	1
990	1373	1395	5971611	5971616	68	24	9	8685	115	143	1650	1	0	69	0.3091	0.3818	0.2273	0.0133	0.9167	0.5556	0.0	1.8325	1.3424	0.699	-0.7727	-0.0022	0.2173	5
993	617	623	2163461	2163487	104	25	26	11941	106	127	1364	0	1	100	0.9047	0.3333	0.2308	0.0044	0.24	1.0	1.0	2.017	0.7782	1.415	0.7692	-0.103	0.2739	5
994	1580	1590	3884411	3884461	340	30	50	34655	88	116	1627	0	1	40	0.0455	0.32	0.2	0.0061	0.3333	1.0	1.0	2.5315	1.0	1.699	0.8	-0.2037	0.7889	1
998	300	312	2665729	2665742	124	12	14	13351	85	125	1656	1	0	100	0.3623	0.2051	0.9231	0.0072	1.0	0.9286	1.0	2.0934	1.0792	1.1139	0.0769	-0.1588	0.2739	7
1004	10	32	718425	718521	964	106	103	53750	29	84	1356	1	0	70	0.0148	0.5436	0.2292	0.0162	0.2076	0.932	1.0	2.9841	1.3424	1.9823	0.7708	-0.5644	1.0	2
1006	1068	1085	2783339	2783352	105	24	15	10605	90	124	1364	1	0	80	0.4091	0.5249	0.7647	0.0125	0.7083	0.8667	0.0	2.0212	1.2305	1.1139	-0.2353	-0.2109	0.3678	6
1007	1536	1561	48398	48463	479	61	67	43294	82	102	1692	0	1	300	0.1549	0.7052	0.3846	0.0148	0.4098	0.9701	1.0	2.6803	1.3979	1.8129	0.6154	-0.2939	0.9998	7
1008	39	194	498190	498252	5877	211	110	612067	47	126	1358	0	1	40	0.0574	0.3884	0.4	0.1141	0.7346	0.5636	0.0	3.7692	2.1903	1.7924	-0.6	-0.1864	1.0	3
1009	23	32	893638	893649	63	10	11	7769	111	140	1350	0	1	40	0.0341	0.3636	0.8182	0.0067	0.9	1.0	1.0	1.7993	0.9542	1.0414	0.1818	-0.0366	0.2051	7
1011	309	342	3744532	3744552	274	46	29	31551	101	133	1364	1	0	80	0.4531	0.5849	0.6061	0.0242	0.7174	0.6897	0.0	2.4378	1.5185	1.301	-0.3939	-0.1004	0.9157	6
1012	1672	1712	116120	116370	5323	245	395	460547	19	120	1715	0	1	50	0.0035	0.4677	0.16	0.0233	0.1633	0.6329	1.0	3.7262	1.6021	2.3979	0.84	-0.3241	1.0	7
1016	277	292	1151809	1151838	217	32	32	25231	107	126	1376	0	1	40	0.4026	0.5012	0.5172	0.0109	0.4688	0.9063	1.0	2.3365	1.1761	1.4624	0.4828	-0.0916	0.7079	7
1019	630	649	5015327	5015357	249	32	31	17250	49	87	1356	1	0	200	0.9292	0.5632	0.6333	0.014	0.5938	0.9677	1.0	2.3962	1.2787	1.4771	0.3667	-0.4588	0.8563	7
1020	37	212	2751455	2751522	6280	324	184	654471	40	124	1358	0	1	40	0.0545	0.4644	0.3829	0.1289	0.5401	0.3641	0.0	3.798	2.243	1.8261	-0.6171	-0.1858	1.0	3
1022	51	175	249693	249742	3631	179	96	378154	45	125	1362	0	1	40	0.0749	0.4024	0.3952	0.091	0.6927	0.5104	0.0	3.56	2.0934	1.6902	-0.6048	-0.1864	1.0	3
1024	1606	1620	3457631	3457651	208	23	21	17619	61	109	1686	1	0	60	0.0783	0.2571	0.7	0.0083	0.6087	0.9524	1.0	2.3181	1.1461	1.301	0.3	-0.3382	0.463	6
1028	344	353	2278012	2278020	46	10	8	5003	95	127	1354	1	0	80	0.5081	0.3611	0.8889	0.0066	0.9	1.0	0.0	1.6628	0.9542	0.9031	-0.1111	-0.1503	0.1773	7
1030	951	961	494451	494461	81	11	10	13311	141	182	1387	0	1	40	0.6143	0.19	1.0	0.0072	0.9091	1.0	0.5	1.9085	1.0	1.0	0.0	0.2839	0.2061	3
1033	41	189	1853169	1853339	10880	649	409	1245114	33	141	1400	0	1	40	0.0586	0.5676	0.8706	0.1057	0.228	0.4157	1.0	4.0366	2.1703	2.2304	0.1294	-0.1059	1.0	3
1035	402	408	1361745	1361748	12	6	3	1541	111	142	1358	0	1	50	0.5921	0.3333	0.5	0.0044	1.0	1.0	0.0	1.0792	0.7782	0.4771	-0.5	0.0033	0.1307	4
1037	1044	1054	950109	950148	215	28	39	25269	105	134	1360	0	1	175	0.45	0.4487	0.2564	0.0074	0.3571	1.0	1.0	2.3324	1.0	1.5911	0.7436	-0.0818	0.6422	6
1040	1161	1170	2520749	2520772	162	14	23	14626	73	124	1360	1	0	80	0.2794	0.2174	0.3913	0.0066	0.6429	1.0	1.0	2.2095	0.9542	1.3617	0.6087	-0.2947	0.3464	6
1041	520	546	186833	186914	1006	120	96	116653	104	127	1392	0	1	220	0.7471	0.5223	0.321	0.0187	0.2167	0.8438	1.0	3.0026	1.415	1.9085	0.679	-0.0941	1.0	7
1043	625	635	1954598	1954686	540	57	88	60109	95	127	1364	0	1	100	0.9164	0.3864	0.1136	0.0073	0.1754	1.0	1.0	2.7324	1.0	1.9445	0.8864	-0.1304	0.9792	5
1046	1213	1219	1962342	1962347	16	9	6	2076	123	141	1358	0	1	50	0.2047	0.4667	0.8333	0.0044	0.6667	0.8333	0.0	1.2041	0.7782	0.699	-0.1667	0.0137	0.14	4
1048	39	58	933630	933641	100	30	16	12817	123	140	1398	0	1	40	0.0558	0.5215	0.5789	0.0136	0.6333	0.6875	0.0	2.0	1.2787	1.0414	-0.4211	0.0013	0.3494	3
1053	860	866	10624922	10624934	49	9	13	5907	115	132	1360	0	1	40	0.7265	0.3194	0.5	0.0044	0.6667	0.9231	1.0	1.6902	0.7782	1.0792	0.5	-0.0582	0.1773	7
1054	39	212	2070134	2070204	6399	287	132	666455	41	126	1356	0	1	40	0.0575	0.4716	0.4046	0.1276	0.6028	0.5303	0.0	3.8061	2.238	1.8451	-0.5954	-0.1863	1.0	3
1059	933	941	271824	271831	38	9	7	3963	85	119	1696	1	0	100	0.8903	0.3214	0.875	0.0047	0.8889	1.0	0.0	1.5798	0.9031	0.8451	-0.125	-0.1852	0.1622	6
1060	1065	1075	1379196	1379206	66	13	10	7502	98	135	1624	1	0	70	0.6761	0.34	1.0	0.0062	0.7692	1.0	0.5	1.8195	1.0	1.0	0.0	-0.112	0.2061	6
1061	1299	1305	385532	385557	107	13	26	10888	96	111	1353	0	1	70	0.071	0.2867	0.24	0.0044	0.4615	0.9615	1.0	2.0294	0.7782	1.3979	0.76	-0.205	0.266	7
1062	1611	1629	1720569	1720592	263	25	23	24172	59	124	1688	1	0	70	0.0699	0.3647	0.7826	0.0107	0.72	1.0	1.0	2.42	1.2553	1.3617	0.2174	-0.282	0.6781	6
1065	265	276	183293	183331	227	22	38	32920	135	158	1353	0	1	100	0.3917	0.4569	0.2895	0.0081	0.5	1.0	1.0	2.356	1.0414	1.5798	0.7105	0.133	0.6839	7
1066	545	559	86815	86886	500	83	76	49038	86	110	1392	0	1	220	0.7831	0.497	0.1972	0.0101	0.1687	0.9342	1.0	2.699	1.1461	1.8513	0.8028	-0.2338	0.9902	7
1067	1289	1305	534066	534095	217	60	39	26032	108	133	1360	0	1	175	0.0809	0.5323	0.5517	0.0118	0.2667	0.7436	1.0	2.3365	1.2041	1.4624	0.4483	-0.0628	0.7462	6
1068	206	220	138169	138184	104	29	18	11981	108	125	1362	0	1	200	0.3025	0.5048	0.9333	0.0103	0.4828	0.8333	1.0	2.017	1.1461	1.1761	0.0667	-0.1	0.3509	7
1071	1641	1665	2961860	2961953	1130	102	101	99671	77	103	1692	1	0	70	0.0319	0.4937	0.2581	0.0142	0.2353	0.9208	1.0	3.0531	1.3802	1.9685	0.7419	-0.3109	1.0	6
1072	599	604	1645544	1645548	16	5	4	2046	109	149	1360	0	1	50	0.8809	0.2	0.8	0.0037	1.0	1.0	0.0	1.2041	0.699	0.6021	-0.2	-0.001	0.1322	4
1075	837	868	753061	753089	212	56	37	27232	119	142	1364	0	1	50	0.7273	0.7558	0.9032	0.0227	0.5536	0.7568	0.0	2.3263	1.4914	1.4472	-0.0968	0.0035	0.9775	7
1077	39	211	1292132	1292303	12012	607	362	1381722	30	141	1398	0	1	40	0.0558	0.5916	0.9942	0.123	0.2834	0.4724	0.0	4.0796	2.2355	2.233	-0.0058	-0.1013	1.0	3
1080	30	58	1772722	1772736	253	50	26	28728	86	135	1356	1	0	70	0.0443	0.3546	0.5	0.0206	0.56	0.5385	0.0	2.4031	1.4472	1.1461	-0.5	-0.1129	0.6453	2
1082	824	844	1564536	1564557	140	27	22	15545	99	125	1356	1	0	70	0.7552	0.6667	0.9524	0.0148	0.7407	0.9546	1.0	2.1461	1.301	1.3222	0.0476	-0.1325	0.6868	2
1084	396	418	4116853	4116868	231	26	16	25096	56	141	1356	1	0	200	0.5841	0.3	0.6818	0.0162	0.8461	0.9375	0.0	2.3636	1.3424	1.1761	-0.3182	-0.1512	0.5461	6
1085	1053	1063	173208	173226	68	26	18	8717	120	141	1366	0	1	185	0.4436	0.6222	0.5556	0.0073	0.3846	1.0	1.0	1.8325	1.0	1.2553	0.4444	0.0015	0.3068	7
1086	39	200	1576208	1576347	10796	572	363	1245388	38	141	1402	0	1	40	0.0556	0.5176	0.8633	0.1148	0.2815	0.3829	0.0	4.0333	2.2068	2.143	-0.1366	-0.0988	1.0	3
1090	41	216	1669152	1669220	6422	278	138	670952	43	126	1358	0	1	40	0.0604	0.4603	0.3886	0.1289	0.6295	0.4927	0.0	3.8077	2.243	1.8325	-0.6114	-0.1838	1.0	3
1092	1123	1133	94662	94672	73	11	10	6734	70	109	1694	0	1	60	0.6623	0.27	1.0	0.0059	0.9091	1.0	0.5	1.8633	1.0	1.0	0.0	-0.2793	0.2061	7
1094	1224	1237	812031	812044	137	16	13	14536	81	128	1626	1	0	70	0.4785	0.1893	1.0	0.008	0.8125	1.0	0.5	2.1367	1.1139	1.1139	0.0	-0.1711	0.2914	6
1095	1089	1098	902188	902203	73	12	16	6996	80	124	1360	1	0	300	0.3853	0.4593	0.6	0.0066	0.75	0.9375	1.0	1.8633	0.9542	1.1761	0.4	-0.2513	0.2469	7
